Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg
49,Female,165.0,90.0,15.0,120.0,129,35,42,64,43,25,115.0,41,22,37,47.8,35.3
19,Male,164,54,17,25.6,89,40.5,25,55.0,44,23.1,110.0,,20.6,34,21,24.4
30,male,169,130,19,138.6,117,45,46,69,44.3,34,126.9,,25.0,49,47,69.7
49,m,170.0,105,17,115.0,123.5,42,34,56,43.0,31,114,50.5,25.0,46,32,47.3
50,male,169,70.0,19.0,110.0,75,36,34,20.7,39,26.9,80.0,47,,,55.2,33.0
34,MALE,178.5,52,18,100.5,83,36.3,37.3,54,35,,86,45.0,24,34,12.9,21.4
41,M,179,82,16.7,101.3,110.0,40.6,32.4,58,31,28,101,46,24,,21,35.7
41,Male,160.4,74,18,104,108,,31.8,75.0,41,28.8,,46,25.0,40,23,31.8
72,F,157,78,17,101.3,100.0,34,,59,39,22,90.9,35.8,19,38,60,35.4
55,M,180.0,114.5,19,148.9,111,41,43,56,41.3,36,100.0,42,26,37,45.0,
27,f,175,93,16.4,98,175,33,30,26.0,32,25,94.2,42.5,,34,43.9,30.6
64,male,177,122,20.0,112,130,42,13.8,61.4,38,11.8,115,52,23,39,51,50.9
71,Male,175.0,84,17,116,96.8,36,33.1,51.6,37,30.4,84,45.5,20.0,38.7,31,28.6
41,MALE,185.0,122,19.5,100.0,122,43,40.0,55,37,29,102,18.1,23.2,53.0,5,40.1
49,Male,190,138.5,17.3,131,118.4,40,43,63.5,,27.5,46.3,54.0,24,47.1,44.7,57.5
73,M,165,60.0,18,94.4,155,38,25.0,56.7,37,28.9,104,45,9.1,40.0,25,28.1
63,Female,155,72,16,106,107,35,40,60,36,26.8,81,40.6,22,30.0,34.4,26.9
61,male,170,104,17,118,125.0,40,34,55.0,42,30.0,101,46,20.0,42,37.7,48.2
74,Male,178.0,71,18.5,98,114.1,35,23.4,57.5,35.0,27,106.1,40.0,220.0,36,32,30.0
69,Female,166.0,258.0,15.7,102,170,38,38,63.4,45.0,28.1,98,45.0,23,31.8,15.2,
58,m,69.7,89,,81,106,39,36,60.0,43,27,116,40.4,25.0,35,27,44.2
37,female,174,58,15.8,89.3,85.0,32.7,30,60.0,34,25,96,42,20.3,34,33,22.7
37,female,174,56.1,15.8,89.3,85.0,32.7,30,60.0,34,26.5,96,43.5,20.3,34,33,22.7
70,MALE,175,118.1,16,131,115.0,39.4,40,51.5,40,32,135,45.0,24,47,47.7,55.2
23,F,164,90.0,16,111,105,38,30.0,60,39.5,27,110.0,36.7,20.0,29.9,445.0,39.6
28,M,172,52,15.8,83.7,78,38,21.8,53,38,26,115,50,26,32.2,28,22.6
46,FEMALE,160,79,17,88,97.1,35.0,38.9,62,40.0,27,83.8,35.0,22,31.9,39,29.0
34,female,171.5,89,15.0,80.0,114,31,46,60,36,24,92.9,41.1,25.6,35,30.6,
30,F,165.0,111.6,,111,125.0,37,48.4,81,40.0,25.0,,42,21.0,50.0,52,51.2
34,Female,165.0,106.9,15,124.0,122.3,36,39,65.4,38,21.4,109.4,41,24,31.2,48,
22,Female,160.0,37.0,16,95.0,100,34,28,50,40.0,25,107.1,35,20,35,34.3,27.4
70,m,163.3,75.0,19,94.3,105.9,35.0,38,51.6,50,30.3,43.7,49.3,,40.0,20.5,33.9
25,m,185.0,102,18.8,115.0,81,41,40.0,66,42,29,109.6,39.4,24,41,26,51.6
29,Male,175.0,54,18,72,80.0,35,32,60,36,25.1,97,50,25.0,30.0,20,22.1
35,F,171,60.0,16,68,75.0,33,25.0,56,36.1,25,86.9,42.4,21,,28.3,
35,F,171,60.2,17.2,68,75.0,33,25.0,56,36.1,25,86.9,42.4,21,,29.0,
46,Female,151,65,16.2,102,121.3,29,35,44.4,38.0,31,86,,19,27,45.0,
45,female,150.0,90.0,25.0,107,120,36.8,35.7,63.1,40.0,25,101,37,23.1,31,60,32.1
51,female,155.0,70.1,16.6,104,112,30.7,34,58.1,42,30,,33,24,29,43.0,20.4
32,male,175,78,17,107,94.4,37,39.6,62,,27.1,105.0,48.3,25.0,32.1,27.2,27.9
26,m,174,86,18,104,102,40,,59,37.2,30,109,49,24,43.0,37.4,33.5
23,male,185.5,108,20.0,108,107,43.5,27.7,50.0,32,25.6,109.3,39,20,,8,
56,f,159,61,13.7,86,111.6,30,32.6,74,34,24.8,110,39.8,20.0,33,36,22.0
56,f,159,61,15.0,86,112.1,30,32.6,74,34,24.8,109.0,39.8,20.0,33,36,22.0
48,Male,175,88,20,113.1,131.7,38,43,55.8,44.8,29.8,103,36,27,29,29,41.3
53,M,170.0,70.0,18.6,97,107.6,34,,,31,29,104,49,20.0,33,28.1,
73,MALE,167,83,20,166,135.0,36,30.0,57,42,30.8,100,48,23,41,28.0,35.3
41,male,175,118,17,128,114,41.4,31,74,35.0,36,95.0,46,26,42,42,
47,FEMALE,151,35,15,87.6,103.9,32,,53.7,35.0,25,97,38,20,33,33.0,18.3
67,female,166,63.4,17.7,110,115,34,40.0,45.0,39.6,24,115,36.0,20.0,33.5,39,25.8
66,M,175.0,62,19,89.7,110.0,35.0,34,53.5,36,33,102,42,22,40,20.2,25.8
65,FEMALE,158.3,54.900000000000006,16.3,110.4,110.0,35,35.3,60,40.0,27,111,37,21,13.4,45,28.5
18,f,170,112,17,104,93,40,39,71,33,25.2,118,40,20.0,30.0,54,47.1
18,male,179,85,16,105,120.7,38,40,62,,28,119,50,25.0,29,24,30.8
23,male,181,94,16.7,94,112,38,28,61.9,35.0,30.0,135.0,42.4,25,39.0,,30.2
36,m,172,130,19.8,107,145.0,47,42,64.5,41,32,101,45,24,35.0,38,68.4
36,FEMALE,157,109,15,121,107.8,35,38,70,41,27,101.1,40.0,23,34,,
30,FEMALE,167.7,114,16.0,117,138,39.0,40,73.8,42,,125,40.0,22,35,60.0,47.8
41,F,152.9,58,16,66,104,35,28,58.8,37,26,99,38.7,20.0,28.0,45.7,22.6
39,Male,195.0,121,17,120.0,113,45,34.9,58.3,41,30,106,45.0,25.0,35.8,24,57.5
71,F,156.3,544.0,15.0,132.3,110.4,32,33,55.0,35,21,106,38,20.8,38,45.8,24.5
74,female,162.9,65.0,16.6,,95.0,,31,59,,25.0,68,35.0,22.5,31.7,34.4,23.9
19,f,165.0,60,18,85.0,127,34,23,57,40,21,,35.0,,36,29,22.7
69,M,172,89,18,115,131,37.9,38.5,52,44.4,25,114.5,45.0,25.0,34.1,33,37.9
70,m,179,113,20.0,,116.5,38,35,50.9,44,27.9,125.6,46.4,22,36.6,,
25,Male,173,117,17.9,108,110.0,44,42,57.6,38,29.1,116.8,42,25,39,46,53.9
64,Male,170,85.0,19,104.0,110,38.5,36.4,64,38,27,110,46,23,35.0,24.0,
64,Male,170,85.0,20.8,104.0,110,38.6,36.4,64,38,27,110,46,23,35.0,24.8,
18,female,154,79.1,15.0,101.4,134,32.3,35,65,38.0,26,76.0,37.5,23,32,,32.2
74,F,145,48.8,5.9,76,108,30.0,32.5,54,39.6,29,86,35.0,22,22,,20.7
19,f,167,55.0,15.0,,115.5,35.0,28,60.0,33,27,84,37.1,23,24.3,35,22.5
37,MALE,175,115,15.0,103,103.1,54.0,40.0,57,42,33,104.3,,28,47.3,27.4,31.5
33,Female,165,81,16.5,112,98.1,13.8,422.0,58,43.1,30.9,101,37.6,19,32.5,54.0,30.4
64,f,165.0,184,18,175,159,42,58,85.0,45,30.9,141,46,22,39,60,
24,Female,161,90.0,15,145.0,122.0,34,36.0,57.8,45,26,127.5,34,32,39,54.4,38.9
32,female,161,84,16.0,99.6,119,32,44.4,67.5,36,,,40.0,25,37,26,43.3
62,Male,170,97,16.4,126,115.0,40,34.1,61,50.9,28,,41,23,37,34,35.4
43,MALE,180,84,16,107.4,99,35,32,58,35.0,31,103.8,42.6,30,45.0,20,38.3
19,MALE,181.0,89.8,17.8,73,104,40.5,33,666.0,,32,,52,20.2,36,27.5,35.9
55,f,65.0,57.4,14.2,100.1,111.6,33.2,39.8,67,35,27,85.0,35.0,21.6,25.0,25.1,25.7
42,FEMALE,165.1,83,16,140.0,38.8,34.5,35.0,,45.0,72.0,120.0,45.0,20.0,35,45.0,36.9
42,FEMALE,172,107,17,38.0,124,35,36,70.0,40.9,23,118.1,35.0,22,43,56,39.2
30,Female,170.0,97.8,15.0,,123,35.0,33,,39.2,26,103,40.0,22,31,52,46.6
19,MALE,170.8,105,,98.5,112.3,37,24,62.4,39,26,132.3,47.6,25.0,35.0,36.1,50.8
51,M,176,86,20.0,130.4,113,38,,58.4,41,31,81,45,26,38.5,29.4,30.8
73,Male,178,115,,97,111.8,39,35.0,,40.0,29,113,38,21.4,40.0,36.8,48.6
60,m,160,86.2,17.4,101,129.7,40.5,,62,26.700000000000003,31,112.1,40,27,40.0,30.0,25.0
33,Female,168,71,15.3,95.0,105,32,20,,41,24,93.2,40.0,20.0,,28.4,24.5
21,female,159,67.5,17.7,95.4,111,33.4,34.0,60,36.0,24,94,40.5,19,15.0,35,23.9
38,female,161,75.5,16,83,95.9,33.0,38.7,65.1,37,28.4,94,40,20,32.4,43,32.6
42,FEMALE,152,44.2,15,105.0,114,33,30.0,23.5,40.0,24.5,86.3,36,20,25.0,40.0,19.6
67,male,155.0,61,16.8,95,93,38.2,33.7,61.4,34,25.0,93,50.0,25.0,38,25,22.3
56,FEMALE,170,105.7,15.2,138,106.4,37,45.0,56.7,45.0,28,92,40,25.0,38,445.0,48.4
57,m,68.5,79,16,110,103.5,37,38,51.5,,30.0,111.9,42,22.7,43.6,22,32.1
35,male,173,,20.5,75.0,90,36,35,62,43.3,25.0,96,42,25,33,7,24.3
18,F,162,73,15.8,51.2,108,35,25.4,68.9,40.0,26,124,36.2,21.8,27.8,38,32.3
59,MALE,178,108,20.0,120.3,120.4,33,46.5,72,45.0,27,125.0,49,23.8,58,27,53.8
18,FEMALE,163,55,15.0,97,83,36,25.0,43.8,35.9,20.8,82,37,21.1,27.3,31,22.9
51,FEMALE,155.0,81,16,110.0,146.2,35.0,41,64.2,36,29.6,115.0,42.2,22.6,40.0,35.0,
34,M,162.0,85.1,18,105.0,114,36,39,75.0,34,27.7,,40.6,25,39.7,29,
21,Male,183,103,71.0,105.0,103,34.1,32,,43,30.0,125.3,50,23,36.9,30.0,45.3
68,MALE,180.0,94,17,102,113.6,41,38,57.6,39,31.9,110,42,22.0,40,32.2,42.4
28,FEMALE,158,81,14,92.6,108,35.0,46,51.6,35.0,23.9,80.0,35.4,21,30.0,57.4,37.3
34,male,177.9,100.0,6,111.6,116,39.6,41,60.0,45,28,102,50,23,40,30.0,46.2
59,m,167.9,70,18.7,90.0,121,40,38,56.8,35.0,30.0,94,43,23,39,28,34.2
72,F,150,81.4,14,74.3,118,36,37.5,67,42,,105,41,22,38,46,28.9
57,F,161.2,76,15,127,112,30.0,32,64,38,25,101,42.6,18.8,29,29,34.3
23,M,173,87,17,102,44.5,38,29.5,75,30.6,29,104.7,40.0,23,41,40.0,43.6
33,m,173,60.0,18,75,,34,30.0,61.7,,29,98,40.0,22,35,22,24.3
27,m,173.4,93,16.3,95,100.5,40,34,58.3,35.0,28,109.1,40,24.3,40.0,33,45.4
18,Female,158,52,16,55,101,30.0,31,53.6,39,25,96,36,,34,41,21.0
32,Female,152.0,66.5,15,145,107,,25.0,75.0,45,21,81,37.0,20.0,33,39,28.1
31,FEMALE,156.7,100,15.7,86,149,335.0,35.0,55.0,42.4,29,96.7,40.0,20,37.6,40.0,37.0
29,FEMALE,160,60.3,15.1,97,123.4,31,34.7,65,33,26.0,106.1,36,,29,37,23.6
34,Female,155,103.3,17,131.4,120.9,40.5,,73.0,42.9,28.9,112,37.0,22,33.1,51.2,51.7
56,FEMALE,175,81.9,115.0,90.0,119,33.7,26,48,36.8,25.0,92.4,,24,30,,
30,FEMALE,159,90.0,17,82.3,120,44,38.2,61,38.3,31,108.0,,19,40,43.7,
49,FEMALE,162.2,50,14.1,113,99,36.2,25,55.0,37.6,24,90.0,39,19.1,,42,21.5
37,male,177,113,18,121,111,43,40,60.0,,33.0,115,44.8,24.2,40.0,32.8,47.7
21,male,171,53.4,20.0,97.5,106,40.0,32,48,38.6,26.6,104.9,45.0,25.0,30.0,14,
74,FEMALE,149,42.4,15.0,73.9,105.2,29,39,51,38,24.1,89,40,25.0,29.5,22.9,23.7
43,female,154,81,17,104,120.3,43.4,31.4,78,43.6,22.2,90.0,33.9,20.0,39,60,34.2
19,FEMALE,155.0,80.0,16,108,124.1,29.6,33,55,44,28,95.0,39,20.0,30.0,40,36.1
46,Male,170.0,60.0,18,116,121,39.4,28.8,51.9,30,30.6,131,44,,38.1,35.1,23.0
74,male,160,75.0,18,113,107,41,31.4,46,34,35.0,100,41.8,25.0,44,27,28.7
61,M,174.8,108,20,100,116.4,41,40.0,58.7,,31.1,108,40,24.7,44,37,
50,F,164,98.7,16.8,92,126.1,35,45.3,,44,28,103,64.0,20.0,35.0,45.0,42.9
54,FEMALE,165.0,53,15.0,85.0,93,27.9,21.9,65,34,27,94.3,15.0,20.0,26.5,32,
47,female,173,207.3,15,116,112,33,39,66.0,35.0,25,100.0,39,22.5,31.4,30.1,38.1
24,m,164.1,58,18,117.0,110,40,30.8,56.8,38,30,80,45,25.0,40,7,23.8
39,MALE,169,84,18,80,113,40,41.6,54,36,29.3,104,45.0,23,44,18,35.5
49,F,155.0,90,17,97.2,155.6,35,,62,42.8,24,108.4,35,21,35,56,
55,f,162.2,,16,174.0,141.5,35.0,46,59,43.8,28.8,121,45.0,20.1,42,39,54.0
52,MALE,175,99.4,18,100.0,109,36.6,29,65,50,29,93,40,25.0,,32.5,35.6
35,MALE,175,95.0,20.0,102.3,95,45.0,37,75.1,45,34.1,122,44,23,37,28,
21,f,165.5,73,13.9,88,91.9,35,32,64,29,31,115.4,34.7,23.8,25,41.9,35.4
70,FEMALE,159.5,49.0,16,89.8,111,35.0,35.0,54.2,45.9,27.9,83,36,21.8,32,47,37.6
53,m,168.2,82.6,17,108.8,120,40,41,61,38,29.2,103,40.0,25.5,63.0,29,33.7
68,M,179,112,20.0,114.1,104,40.0,35.5,,40.0,34.0,102.5,,22.7,35.0,25.0,47.3
21,FEMALE,151.1,52,,80,127,31,30,50,35.0,25.0,93.9,41,220.0,22,42,21.9
37,m,1788.0,70.0,18,113,92,33,30.0,61.4,35.0,,107,46.0,21,29,22,25.6
68,F,163.3,79,17.2,112.4,109.8,27,35.0,75.0,37.3,26,98,39,21.9,25.1,42,40.2
21,female,157,76.0,15.2,99,120.0,35.0,36,60,38.6,26,90.0,42,21,29,43,19.8
47,Female,173,155.0,17,153,144,44.1,49,75.1,43,30.1,115,45.0,22.1,36.3,55.1,70.8
70,f,161.9,56.6,15,80,118.8,33,33.4,37,42,21.6,84,38.4,21,27.6,23.0,23.5
70,female,153,71,16.4,135,110.0,,29,,,28.5,122.4,40,22.1,28,39,
56,m,161.6,70.7,17,119,116,38,35.0,65.0,42,28.8,103,38,25.0,44,25.0,29.9
43,Female,154.0,73.5,15.0,107,124,33,45.0,55.0,30,29,96,37.0,25.0,20.0,38,32.1
72,female,162.8,87,16,100.0,105.0,,37,58,40.0,24,110.0,38.4,21.7,30.0,57.2,32.8
62,FEMALE,160.0,66.6,16,216.0,88,33.5,32,67,40.0,20.0,96,40,22,40.0,33,
64,male,164,75.0,16.1,110,135,43,37,54,40,34,116,51,62.0,38.1,29,36.1
48,m,165,115.0,19,130.0,123.3,46.4,35.7,65,44,32,119,46.6,24,42,44,46.5
18,m,184,71,16.1,90.0,93,37.4,,59,36,28,104,38,24,45.0,21,34.7
46,f,163,88,16.0,87,110.0,37,,55,39,21,76,35.0,23,35.0,45,
70,M,175.0,105,20,115,118.6,37.9,41,65.0,42,29,131,46,20.0,42,31.9,38.1
70,M,175.0,105,20,115,118.6,37.9,41,65.2,42,29,131,46,20.0,43.3,33.2,38.1
72,Female,152,103,16.6,115,130.0,38,35.0,79.4,42,24.8,120.0,,25.0,38.3,59,45.5
71,f,152.7,65.0,15.0,139,106,31.5,25.0,56,35,223.0,102,42.1,20,37,10.6,
28,female,155,97.9,17.4,126,136,30,51,60,40.4,30,120,40.0,20.9,40,47,33.2
52,Male,177.3,89,17,104,108,42.5,44.0,61,42.9,30,95,42,23,28,21,37.9
46,f,163.9,58,16,96,97,34,30.3,55.1,,28.5,113,34.0,21,30,35,
46,f,171,94,15.0,120.0,138,35,29,64,37.7,26,98.8,42.4,20.0,29,47,
36,F,156,106,16.2,116.2,110.7,38,37,70.0,44,29.7,95.5,35.0,22,45.0,14,38.7
51,MALE,1177.0,130.0,18.9,115,145.8,,45.0,60.0,40,34,130,42.2,28,45.0,34,51.8
62,m,184.3,99,19,109,96.4,40.0,37.2,50,52,31,83.3,43,23,35.9,14.0,33.3
36,FEMALE,,71.0,15,133.5,110.0,35,27.2,50.0,39,20,,40.0,21.8,35.0,35.0,29.8
60,Male,165.0,48.9,17.6,79,80.0,,30,55,40.0,24,75,46,22,35.0,31,21.7
60,Male,165.0,48.9,17.6,78.8,80.0,,30,55,40.0,24,75,47.1,22,34.8,31,21.7
67,Female,156.4,93,17,,121,35,46,,40.0,23.0,,38.5,22,30,58,33.2
46,Female,145.0,70.0,15,122,117,36,40.5,,45.0,23,,37,21,38.0,55.2,22.9
42,M,181,76,18,128,,35.1,35.6,61,44.0,28,70.0,42.2,25,35,21,
28,f,62.6,80,15,103.9,117,40,46.8,65.0,41.3,29.5,102,40.0,22,36,46.4,28.4
42,m,184,87.1,17,89.3,106,34.7,38,57,35,30.0,132,36,23.9,40,22.0,37.1
53,female,156,41,14,100,123,36,34.9,60.8,,20,82,37,23,9.8,39,19.1
70,male,167.3,96,,120,105,45.0,37,65,43.5,30.0,133.4,48,24,31.7,34.2,52.0
66,female,149,88,17,106,124,35.0,38,78,35.0,27,83,44.7,21,36.7,56.8,41.5
30,M,179.5,76,17,89,90,33,36,61.7,37,30,,44,25.0,42,33,22.7
42,m,158.3,80.0,16.5,99,115.0,38,37,66,39,33,113,41,23.1,42,30,38.2
41,f,163.9,83,17,121.9,,30.0,31.5,45,34,29,98,37,20,37,37,36.6
44,Male,169.2,70,20.0,94,110.5,43,33.8,68,42.8,29.1,84,43,20.6,27.2,16,30.4
24,Female,164,58.8,17.0,101,120,43,20.0,60.0,35,24.5,96,43,21,30,22,25.7
48,m,173,75.0,20.1,104.5,101.5,35.0,41,57,35.0,25.8,106,44.4,24.9,32.8,31,
48,F,171,105.0,15.5,107,,40.0,43,63,40,25.0,96,37,24,36.5,444.0,46.3
58,f,163,114.3,16,120.0,141,35.0,43,55.0,40,28,109.4,41,21,36,51,
49,m,185,94,,100,93.2,38,34.6,62,34,30,107.5,45.0,23.9,36,28,42.2
33,male,179,88,,89,104,35,33.8,55.1,40,29.7,111.5,46,22,41,20.0,41.8
18,male,180.4,105.1,18,81.7,100.0,,13.0,65.0,36,28.4,168.1,41,23,29,38,40.1
52,male,189,96,18,110,111.2,38,34,50.7,40.0,32,82.7,46.3,23,36,12,39.2
60,FEMALE,172,102.3,16,96.2,114,36,47,58,41,25.3,81,39,22,36,46,42.3
55,F,166,98,18,114.5,126,33,37,49.9,38,25,109,38,23,14.2,48,35.6
35,M,179,93,6.9,135.0,95.0,40,36,55,40,31.9,,45,26,43.8,32,43.0
40,F,164.8,65.0,16,91.7,37.4,33,35.0,57,39,23,100.0,34.8,20,,47,23.8
72,female,164,163.2,15.0,110,40.6,34,25.0,,42,20.9,79,38,19,37.0,31,27.0
48,male,180.0,102.8,17,114.5,110,45,36,70.2,44,29,131,47,32.0,40.1,35,
61,M,165,175.0,20.0,163,155.0,55.1,50,75.5,17.7,36,139,,27,51.0,51,86.1
49,m,176,87,20.0,126,115,39.2,13.4,51.2,44.1,,126.2,48,26,34,39,
72,FEMALE,159,96,16.4,120.8,112,34,32.8,66,40.0,30.0,111,41.9,24.2,37.5,49.6,41.5
19,F,160,91,17,120.4,117.8,35.0,40.0,65.8,38,25.0,99,40,21,40,51.1,49.5
31,Female,158,59.8,15,112,,12.9,28.4,49.7,31,23.9,113.7,36.8,24,31,35.0,26.5
70,F,150,95,17,121,175.0,40.0,33.6,74,38,25.2,99.8,422.0,25,33,60,28.0
24,Male,167.9,95,18,38.0,116,45.0,38,60.1,42.2,31,117,38,24.4,,26,39.3
51,M,161,78,14.9,115,123,35.0,42,65.0,336.0,31,85.0,45.0,22.8,40.1,41,28.5
28,FEMALE,161,100.0,16.4,112,102.8,40,39,70.7,42,23.6,113,39,23.9,31.3,43,40.3
52,male,175,104.1,18.2,104,175,41,40.0,54.7,36.2,31,114.8,47,23.8,42,56.9,28.9
52,f,155.1,201,,,140.0,48,58,35.4,49.4,,141,48,25,45.6,60,110.1
41,Male,173,95.0,19.1,120,112.9,41.6,,57,45.0,25,94,41,24,40.0,27,43.7
34,MALE,179.7,110.1,20.0,112,111,40.0,44,68,38,30.0,112,42.9,22,35,35,
43,F,160.0,100,16,124,134.5,35.3,44.4,56,35,20.0,110.0,39,21,39,,
59,f,159,90,16,115.0,122,39.2,37,66.1,34,24,129,42,20.0,40,37,41.4
49,Female,162,90.0,15,104,140,35,35.0,47.0,40.0,10.6,141,41,22.0,,37,45.6
74,female,145,41.5,15,104.6,101,30,27,45.0,35,27,101.9,34.2,21,24,32.4,15.0
59,m,66.1,90,16.5,130.0,103,39.0,40.0,57,43,24,116.5,40,21.6,34,37.4,41.1
63,male,184,109,18,127.6,123,44,31,62,39,26,95.5,43,25,32,38.6,
44,M,175.0,89,20.0,102.0,94.8,43.0,44.1,52,39.4,32.2,95,40.0,26.8,35.0,18.7,40.9
72,female,145,43.0,14,80,87.3,30.0,35.0,42,35.0,26.0,85.0,14.6,22,32,24.0,20.2
51,F,166,80.0,41.0,90,115.8,32.8,34,54,37,27,89,34,22,,40.0,
45,m,155,,,122,137,45.9,42,57,,28.4,125.0,42.7,24,45.0,38,44.1
42,female,172,60,17,,127,34,40,,37,25.0,83,37,20.0,27.4,32,26.3
61,male,181.9,83,15.0,82,99,40.3,35.0,59,38,3.0,100.7,42,24,35.3,21,46.6
46,FEMALE,160.0,97,15,154,133,37,40,60,36,23.4,83.9,37,23,36.8,50.2,46.5
67,female,145.0,62,17,114.4,126,43.6,35.0,64,33,27.9,91.6,45.4,24.7,25.0,35.0,20.6
42,m,170,77,19,92,108.7,38,38,53,42,24,110,42.8,23,35.0,32,23.8
45,f,162,87,15.7,128,125.0,33,40.0,65.0,32,29,105.0,43,23.8,32.2,52,32.5
28,FEMALE,160.0,57,17,55,119.5,29.2,27,52.6,25,23,96,41.4,24,24,40.0,25.9
38,MALE,173,110.0,19,108,129.3,,42,61,37.9,28.6,112,49,24,35.0,42,53.5
34,male,176.5,133,20.1,125.7,128.5,45.9,42,56,,36,117,49,24.8,40.0,44,55.8
50,MALE,175,79.4,16,96,111,38,38,66,41,29,100,42.7,20.0,42,30.0,30.8
57,MALE,191,143,18,113,109.6,93.0,,65.0,52.5,31.0,103.3,31.4,25,43.4,43,70.9
63,female,1622.0,115.0,18,123.6,130.0,36,49,71,32,30.0,112.0,35.5,20.0,39,554.0,34.4
58,Female,162,,16,115.0,113,34.3,,50,37,25,99,40.0,23.6,31,48,33.5
67,F,164.4,90.0,15.0,124,123,35.0,45.0,64,36,27,114,32,24,35.0,40.0,35.0
51,F,150.0,89,15.0,130.0,134,37.2,46,54.4,39.1,24.5,113,45.0,21.2,36.1,,44.4
42,Male,,86.3,7.5,127,104,41.9,34,58,40.0,32,86.7,43,9.4,31,32,33.9
44,F,169.4,115,16,105.7,126,,49,73.2,35.0,30.0,100,38.7,25.3,30,47,58.5
38,f,166.0,60.0,15.0,103,106,25.0,35.9,52,32,25,94,38.0,22,33,38,25.1
26,male,168,66,20,83,99,38,37,52.9,36,25.0,96,51,25,,20,27.2
20,f,163,85.0,14,80,111.6,36,39,63,43.6,27,99,35.0,20.0,33.4,48,47.3
24,FEMALE,156.9,65.0,15.0,87.6,119.9,34.7,37,75.0,40.0,26,102.8,45.0,17,35.7,45.6,25.2
55,Female,154,149,20.0,154,164.9,47,52.2,85,45.6,28.8,115,39,24,74.0,60,66.3
52,Female,153.8,85.6,177.0,95.0,133,30.0,39,67,44,27.7,112.9,42,25.0,38,51.0,35.0
58,F,163,89,,95,115.0,37,45.0,70.0,43,25.0,106.6,43,23,30.8,45,38.2
46,FEMALE,166,104.5,16,129.0,136.8,34,54,66,40.0,30.0,122,40.0,23,40,52,40.3
32,m,171.6,116.2,17,134,95.0,50,43,60,,33,,53,25.0,46,40,
40,F,159,85.0,16,,121,33,37,69,41.5,27,90.0,38,10.0,31,53.2,25.7
50,f,161,93,17.5,136,112.1,37,31,,,24,95.0,41,22,,51,32.5
40,MALE,176.2,95.0,18.3,103,112.1,37.5,39.5,65.0,,33,123,45,24,39,45.0,44.5
20,male,68.9,88,20.3,94.2,109,44,31,53.3,39,28.7,101,40.0,24,33.8,27,44.7
41,MALE,175.0,280.0,,150,118,,41,72.1,34.0,31,44.6,49,23.4,,43.8,
43,f,172.4,,17,103,120,34.2,,63,45.4,30.0,97,411.0,20.0,30.0,47.9,41.2
58,male,170,37,17.1,103,96.4,36,20,60,36,32,103.0,48,24,28.8,11.8,16.6
72,Female,419.0,105.7,16.8,120,115.0,42.6,45.6,79,43,29,125,36,23,40,52,47.9
55,F,166.0,61,17,105,110.0,32,29.4,46,39,26,90,38.8,20.0,20.0,25.1,22.8
38,m,148,45.0,18,95,97.6,30.0,38,57.1,,26,39.4,46.8,24,22,23.3,22.8
20,Female,156.6,138.9,17,91.2,122,34.3,30.0,40,34,17,102,36,21,31,41.1,25.0
31,F,166,138.8,17,116,144.9,35.9,44,61,43,23.8,114.7,40.8,22.6,38,52,65.3
42,Male,172,80.0,17,110,106,38,29.9,65.0,40.0,30.0,105,47,23.9,27,42,26.9
67,FEMALE,167.5,94,16,105.0,135.3,31.8,40.7,71.4,39,27,82.5,34,,30.0,40.0,36.7
73,Female,161,75,14.3,100.5,191.0,30.9,32,74,28,22,95,42,24,24,28,32.8
30,male,172.5,101,15.0,114.0,112.5,39,36.8,64,35.0,33.8,39.0,43.8,21.5,35.0,25.6,44.6
65,FEMALE,164,154.3,15,112,104.5,32.9,36.6,59,38.2,26.3,98.5,37,23.4,28,38.2,
34,Male,182,92,20.0,115.0,100.0,39,39.0,52,40,26.5,116,45,23,35.0,28.3,39.8
57,M,180,98.8,17.9,117,106.5,39,35.0,70,36,27,84,44,20.8,35,18,
39,Female,618.0,74,17,55.0,99,34.4,22.7,24.0,,26,100.6,400.0,19.5,26.7,55,35.0
62,Female,154,105,17,110.1,131.5,35,44,76,36,23.1,86,39,24,35.1,51,43.0
57,MALE,194,73,20.0,101,100,34.5,30.0,54.0,,35.0,1106.0,44,25,35.0,20.0,28.7
32,male,175.0,100,19,105.0,100.0,33,40,65.0,41.0,31,90,45.9,30.0,40,27.6,45.2
74,Female,152,52.0,6.3,80.0,109.3,33,30,46,34,32,102,35.0,19.5,38.5,32,19.4
53,MALE,165.0,90.5,17,115.0,122,40.0,36.3,55.3,42,12.6,131,39,22,40.0,9,31.0
51,Female,160,44.9,15,112,118,30,29,51,28.9,26,83,35.8,20.0,26,35,22.4
43,F,157,55.0,15.0,88.7,76,35,31,57,16.5,26,85,38,18.1,,33.4,22.0
44,FEMALE,170.0,60,15.0,95,175,30,28,53.8,37,25,92.8,38,19,22,41.0,28.0
52,male,168,72.3,17.5,92.6,96,45,30,69,32.1,,96,40.0,21.5,45,32.2,
48,f,169.9,104.9,14.5,117.9,,36,34.9,61.3,40.0,25.0,108,41.5,21,35.0,40.8,
