Age,Gender,Weight(Kg),Height(cm),Muscle(%),Body Fat(%),Daily Average Calorie Intake,Daily Average Protein Intake(g),Daily Average Fat Intake(g),Daily Average Carb Intake(g),Daily Average Sugar Intake(g),Exercise per week,Waist circumference (cm),Hip circumference (cm)
24,1,58,179,78,12,2217,75,62,340,72,1,21,28
19,1,61,170,74,17,2216,79,62,336,62,1,28,26
58,0,71,165,45,31,-258,99,-7,-148,-20,2,30,44
26,0,48,159,69,16,-290,72,-8,-126,-27,3,19,28
27,0,62,164,68,16,-386,112,-11,-184,-37,6,23,26
62,1,83,182,66,16,3325,133,92,491,81,4,35,46
58,0,71,186,45,31,-225,92,-6,-135,-30,1,35,57
59,0,36,149,53,21,-225,47,-6,-90,-20,1,13,15
20,0,51,156,59,27,-225,66,-6,-109,-23,1,17,33
26,0,50,169,70,15,-290,75,-8,-130,-21,3,24,33
43,1,83,180,61,25,2443,108,68,350,61,1,24,30
25,0,54,166,62,23,-225,70,-6,-113,-23,1,19,32
28,1,72,173,70,19,2333,94,65,343,70,1,33,44
51,0,51,152,59,17,-258,71,-7,-120,-17,2,24,31
27,0,59,158,65,19,-290,88,-8,-142,-31,3,24,28
66,1,82,182,68,12,3918,148,109,586,117,6,45,34
27,0,65,160,60,24,-258,91,-7,-140,-34,2,22,40
73,0,63,176,42,30,-258,88,-7,-137,-33,2,32,41
22,0,66,151,64,22,-258,92,-7,-141,-22,2,33,24
26,1,74,173,83,7,4410,141,122,687,134,7,24,39
32,1,53,159,80,8,1916,69,53,291,54,1,24,25
21,0,67,181,68,18,-225,87,-6,-130,-27,1,20,38
49,0,39,155,53,25,-193,47,-5,-84,-8,0,19,38
25,1,89,189,81,9,4683,160,130,718,145,6,39,52
25,1,51,175,72,18,2671,76,74,425,85,3,23,20
32,1,74,177,78,10,2030,89,56,292,61,0,37,41
20,1,66,182,83,8,2724,92,76,418,85,2,35,25
25,1,72,180,75,15,2415,94,67,359,72,1,40,40
21,0,57,158,60,26,-258,80,-7,-129,-28,2,24,36
25,0,50,154,61,24,-258,70,-7,-119,-20,2,25,21
31,1,68,174,72,17,2264,88,63,336,69,1,32,29
54,0,59,151,44,33,-290,88,-8,-142,-38,3,25,22
31,1,74,178,71,18,3064,111,85,464,98,3,34,23
25,0,44,160,62,23,-225,57,-6,-100,-29,1,14,15
50,0,54,155,43,36,-258,76,-7,-125,-28,2,23,35
23,1,82,192,75,15,2674,107,74,395,78,1,54,41
25,0,61,154,56,29,-193,73,-5,-110,-12,0,28,40
25,1,71,179,80,10,3076,106,85,472,91,3,14,32
68,1,86,174,62,19,3225,138,90,466,102,4,39,49
52,0,62,168,53,24,-193,74,-5,-111,-24,0,29,29
20,0,62,162,55,31,-290,93,-8,-148,-24,3,36,33
65,1,85,187,71,9,2038,102,57,279,56,0,35,49
55,0,53,174,49,27,-225,69,-6,-112,-18,1,21,30
59,0,55,170,37,41,-258,77,-7,-126,-23,2,25,17
49,1,71,178,75,9,2532,99,70,376,80,2,36,37
18,0,60,162,64,23,-419,114,-12,-192,-42,7,25,32
23,0,53,170,59,27,-290,80,-8,-134,-31,3,23,27
32,1,68,174,67,22,2580,95,72,388,77,2,35,40
18,0,55,162,67,20,-258,77,-7,-126,-20,2,22,32
23,0,49,170,60,26,-258,69,-7,-118,-21,2,20,28
28,1,75,178,71,18,2418,98,67,356,67,1,39,40
41,0,70,170,53,27,-258,98,-7,-147,-33,2,26,19
21,0,58,166,66,20,-322,93,-9,-153,-30,4,14,33
26,1,54,161,68,22,2558,81,71,399,85,3,17,25
31,1,76,179,74,15,2766,106,77,412,77,2,33,33
25,1,54,169,75,15,2362,76,66,366,87,2,29,26
22,1,73,183,79,12,2476,95,69,369,80,1,34,37
29,1,65,176,76,13,3220,104,89,501,108,4,22,25
23,1,75,177,75,15,2445,98,68,360,73,1,35,30
20,1,77,183,72,19,2910,108,81,437,92,2,39,48
27,1,87,178,84,5,3334,130,93,494,101,3,46,41
23,1,75,182,68,22,3200,112,89,488,96,3,37,33
55,1,66,170,72,11,3196,112,89,487,101,5,33,32
22,0,66,170,65,21,-258,92,-7,-141,-27,2,27,42
28,0,53,160,54,30,-258,74,-7,-123,-21,2,23,27
63,0,71,166,47,27,-225,92,-6,-135,-35,1,35,40
21,0,56,151,80,7,-258,78,-7,-127,-23,2,18,20
62,1,65,169,65,17,1962,84,54,285,57,1,36,27
24,0,64,164,68,17,-322,102,-9,-162,-22,4,29,41
26,0,56,165,59,26,-225,73,-6,-116,-17,1,17,29
56,0,79,177,46,30,-225,103,-6,-146,-25,1,35,47
28,0,60,166,58,26,-193,72,-5,-109,-24,0,20,34
60,0,58,155,50,25,-322,93,-9,-153,-32,4,20,43
27,1,78,186,75,15,3625,125,101,554,115,4,37,46
57,0,46,144,55,19,-258,64,-7,-113,-22,2,17,41
67,1,95,174,56,26,3415,152,95,488,104,4,38,44
19,1,55,177,82,9,1880,66,52,287,66,0,20,21
65,1,64,164,60,22,2152,90,60,313,62,2,33,28
47,1,53,159,64,22,1552,64,43,227,38,0,29,29
61,0,60,161,51,23,-258,84,-7,-133,-28,2,13,26
56,1,72,175,60,24,3078,115,86,461,82,4,28,46
73,1,61,168,65,14,1820,79,51,261,53,1,31,29
26,1,67,176,73,17,3948,121,110,618,118,6,39,30
24,1,54,165,80,10,2330,76,65,360,79,2,22,35
44,0,56,158,56,23,-225,73,-6,-116,-27,1,25,29
21,0,52,150,67,19,-322,83,-9,-143,-36,4,19,33
28,1,65,171,75,14,2534,91,70,385,70,2,34,27
22,1,63,164,81,10,3100,101,86,480,105,4,39,33
71,0,48,160,45,26,-193,58,-5,-95,-14,0,26,25
28,1,74,171,77,12,2008,89,56,287,47,0,24,39
28,0,87,174,75,9,-258,122,-7,-171,-33,2,27,51
21,1,92,183,76,15,3928,147,109,590,108,4,40,45
23,1,58,170,86,5,1839,70,51,275,63,0,26,24
24,1,67,182,76,14,2708,94,75,414,83,2,36,37
51,1,75,176,71,13,2560,105,71,375,78,2,42,48
24,0,48,159,61,24,-354,82,-10,-148,-21,5,22,14
54,0,59,162,44,33,-258,83,-7,-132,-27,2,17,39
25,1,45,158,78,12,3426,86,95,557,112,7,16,14
52,1,79,178,66,18,2966,118,82,439,87,3,42,37
24,1,90,184,79,11,2709,117,75,392,88,1,37,38
26,0,71,166,69,16,-225,92,-6,-135,-26,1,30,38
45,1,52,163,70,16,2110,73,59,322,68,2,25,21
19,0,42,160,66,21,-225,55,-6,-98,-24,1,18,29
25,0,72,163,61,24,-225,94,-6,-137,-39,1,32,35
21,0,68,164,59,27,-225,88,-6,-131,-21,1,32,41
60,0,60,166,43,33,-225,78,-6,-121,-28,1,20,25
66,0,61,164,43,31,-225,79,-6,-122,-19,1,18,37
21,0,55,157,64,22,-225,72,-6,-115,-22,1,18,25
23,1,66,175,78,12,2959,99,82,456,89,3,34,33
34,0,76,167,53,29,-290,114,-8,-168,-35,3,24,40
63,1,65,167,57,26,2214,91,62,323,60,2,29,32
20,1,77,183,74,17,2910,108,81,437,83,2,36,38
26,0,51,163,62,23,-258,71,-7,-120,-16,2,27,26
57,0,61,168,55,19,-225,79,-6,-122,-27,1,20,24
80,1,52,150,57,22,1700,73,47,246,47,2,26,24
46,1,44,161,68,17,1954,62,54,305,64,2,17,16
31,1,66,179,79,10,2280,86,63,342,68,1,28,28
25,0,43,144,65,20,-258,60,-7,-109,-20,2,17,28
66,1,57,183,68,13,2222,80,62,336,75,2,18,32
68,0,73,170,43,30,-419,139,-12,-217,-35,7,28,42
28,0,65,158,64,20,-225,84,-6,-127,-32,1,27,36
24,0,68,152,75,10,-258,95,-7,-144,-30,2,26,39
31,0,41,156,68,15,-225,53,-6,-96,-12,1,9,7
33,0,65,172,58,25,-322,104,-9,-164,-36,4,23,41
25,0,58,162,55,30,-386,104,-11,-176,-28,6,33,18
22,0,43,160,65,21,-225,56,-6,-99,-21,1,23,23
30,1,73,167,78,11,2932,110,81,441,85,3,31,28
26,1,63,181,75,15,2618,88,73,402,83,2,35,24
68,1,63,170,64,17,1900,82,53,274,56,1,29,22
56,0,55,158,46,31,-322,88,-9,-148,-29,4,28,26
28,0,59,161,61,23,-290,88,-8,-142,-21,3,21,29
27,1,66,178,76,14,2628,92,73,401,85,2,37,39
28,1,77,182,76,13,2482,100,69,365,71,1,32,31
57,0,65,160,46,30,-225,84,-6,-127,-17,1,28,36
63,0,53,165,43,32,-225,69,-6,-112,-20,1,29,30
21,1,65,162,79,12,2812,98,78,430,93,3,29,34
43,1,78,174,73,13,1989,94,55,280,55,0,35,49
26,0,64,167,63,22,-258,90,-7,-139,-39,2,28,22
27,1,80,183,78,12,2539,104,71,371,76,1,39,51
55,1,73,160,70,13,2336,102,65,336,71,2,37,38
29,1,56,168,80,9,2352,78,65,364,75,2,25,34
29,1,61,181,83,6,2242,79,62,342,72,1,34,22
65,1,80,193,62,19,3372,128,94,504,100,4,45,51
25,0,44,161,64,21,-290,66,-8,-120,-20,3,19,39
18,0,59,165,64,23,-258,83,-7,-132,-23,2,33,41
54,0,42,142,41,37,-225,55,-6,-98,-14,1,17,15
29,0,63,162,58,26,-354,107,-10,-173,-36,5,21,26
25,1,64,179,77,13,2622,90,73,401,78,2,27,25
71,0,45,154,36,38,-225,58,-6,-101,-19,1,15,22
25,0,56,175,53,32,-290,84,-8,-138,-27,3,24,29
50,1,92,195,79,5,2651,120,74,376,79,1,49,46
26,0,57,170,66,19,-225,74,-6,-117,-19,1,25,12
26,0,54,157,51,34,-225,70,-6,-113,-19,1,29,26
26,0,53,168,77,8,-290,80,-8,-134,-27,3,25,16
51,0,51,150,56,21,-225,66,-6,-109,-29,1,23,30
63,1,62,163,64,18,2392,93,66,356,77,3,28,30
47,0,67,154,46,33,-322,107,-9,-167,-35,4,22,35
51,1,64,172,70,14,2051,83,57,302,71,1,28,23
25,0,48,151,71,14,-290,72,-8,-126,-27,3,24,23
60,0,64,173,45,31,-225,83,-6,-126,-30,1,21,19
58,0,53,155,46,30,-258,74,-7,-123,-25,2,15,29
28,0,78,180,60,24,-193,94,-5,-131,-33,0,27,52
26,0,64,175,68,17,-322,102,-9,-162,-37,4,26,44
22,1,72,177,81,10,2410,94,67,358,79,1,39,36
37,0,64,171,54,28,-193,77,-5,-114,-26,0,24,40
54,1,55,183,71,12,2000,72,56,302,59,1,22,34
58,1,67,165,71,11,3116,114,87,469,103,5,29,35
68,0,60,168,44,29,-193,72,-5,-109,-25,0,20,39
22,0,65,176,55,31,-193,78,-5,-115,-24,0,17,41
55,0,61,160,55,20,-258,85,-7,-134,-33,2,26,39
32,0,81,172,61,22,-290,122,-8,-176,-35,3,35,33
26,0,69,167,62,23,-386,124,-11,-196,-29,6,23,41
24,0,67,171,58,27,-258,94,-7,-143,-26,2,28,49
58,0,44,157,47,29,-225,57,-6,-100,-7,1,19,13
29,0,66,171,50,34,-225,86,-6,-129,-26,1,26,45
23,0,56,157,70,16,-193,67,-5,-104,-16,0,27,35
49,0,62,157,54,24,-290,93,-8,-148,-38,3,21,37
37,0,51,160,54,28,-322,82,-9,-142,-40,4,19,29
47,0,54,157,44,36,-258,76,-7,-125,-26,2,29,28
55,1,72,177,70,13,2490,101,69,366,63,2,22,40
31,0,53,165,72,11,-258,74,-7,-123,-21,2,18,33
54,1,70,179,73,10,3418,119,95,522,112,5,39,40
57,1,67,170,67,16,2033,87,56,295,58,1,38,39
27,0,62,168,59,25,-322,99,-9,-159,-33,4,35,21
57,0,56,167,56,18,-225,73,-6,-116,-17,1,24,16
22,1,61,168,80,11,2488,85,69,382,76,2,25,28
58,1,62,161,66,17,1878,81,52,272,48,1,25,29
27,1,62,164,68,22,2121,81,59,316,64,1,25,20
52,0,48,160,54,22,-290,72,-8,-126,-19,3,20,36
54,0,80,176,54,22,-225,104,-6,-147,-34,1,44,42
66,1,53,167,66,15,2747,90,76,426,91,5,20,38
22,1,80,179,77,14,2902,112,81,431,84,2,29,36
34,1,58,169,78,10,2060,75,57,312,64,1,12,23
24,0,59,162,63,22,-290,88,-8,-142,-24,3,29,38
66,0,64,170,45,28,-258,90,-7,-139,-16,2,20,38
30,0,85,172,55,29,-258,119,-7,-168,-28,2,33,32
23,1,69,179,77,13,2038,83,57,298,55,0,20,27
23,0,54,165,57,29,-193,65,-5,-102,-23,0,17,28
22,1,59,183,72,19,2280,77,63,351,70,1,42,19
65,1,73,173,61,21,2088,95,58,296,60,1,29,38
25,0,65,166,61,24,-290,98,-8,-152,-33,3,23,35
20,1,78,186,84,7,2217,94,62,321,63,0,26,36
51,0,90,178,56,21,-193,108,-5,-145,-26,0,39,46
20,0,59,157,66,21,-258,83,-7,-132,-29,2,25,32
23,1,57,170,75,15,2132,74,59,326,62,1,30,22
21,1,61,181,73,18,1970,73,55,296,57,0,32,34
44,1,80,193,70,16,2866,112,80,424,85,2,29,46
27,0,54,161,58,26,-290,81,-8,-136,-26,3,33,42
29,1,65,172,67,22,2219,84,62,331,64,1,25,35
18,1,53,163,84,8,2049,69,57,315,64,1,27,20
26,0,68,170,68,17,-258,95,-7,-144,-22,2,25,48
63,0,52,163,48,26,-193,62,-5,-99,-22,0,19,33
22,1,53,175,73,18,2430,74,68,380,75,2,27,21
26,0,48,160,64,21,-193,58,-5,-95,-26,0,19,27
70,0,48,164,43,30,-258,67,-7,-116,-17,2,21,6
60,0,43,146,54,20,-225,56,-6,-99,-20,1,15,21
54,0,35,176,42,36,-258,49,-7,-98,-21,2,21,10
68,0,70,162,44,29,-322,112,-9,-172,-34,4,26,41
27,0,73,166,69,15,-322,117,-9,-177,-31,4,25,44
21,0,52,169,55,31,-290,78,-8,-132,-31,3,22,25
59,1,66,170,60,23,1719,79,48,243,55,0,29,34
55,1,52,171,64,20,2110,73,59,322,57,2,28,26
56,1,53,171,66,17,1853,69,51,280,55,1,31,22
19,0,58,163,79,8,-322,93,-9,-153,-39,4,21,39
24,0,80,162,53,32,-193,96,-5,-133,-27,0,34,53
43,0,76,178,46,35,-322,122,-9,-182,-37,4,29,42
25,1,70,177,83,7,3035,105,84,465,86,3,34,26
28,1,56,165,72,17,2330,78,65,358,77,2,24,25
25,1,69,178,69,21,2692,97,75,407,74,2,32,30
61,0,71,171,47,28,-290,106,-8,-160,-24,3,30,35
62,1,63,169,66,16,2486,94,69,372,74,3,24,30
20,0,45,152,65,22,-290,68,-8,-122,-22,3,20,21
25,1,78,178,78,12,2482,101,69,364,65,1,42,35
18,1,79,177,74,18,2536,103,70,374,84,1,35,47
24,0,74,175,63,22,-225,96,-6,-139,-23,1,26,42
23,1,66,190,85,6,2085,79,58,312,58,0,33,27
28,0,64,160,54,30,-354,109,-10,-175,-34,5,29,53
25,1,78,172,85,5,2082,94,58,296,57,0,33,42
47,1,56,175,74,11,1993,73,55,302,61,1,20,19
22,1,85,178,72,19,2600,110,72,378,72,1,35,41
54,0,51,170,48,29,-419,97,-12,-175,-42,7,23,30
21,0,44,148,59,27,-322,70,-9,-130,-28,4,11,29
61,0,45,159,47,28,-258,63,-7,-112,-17,2,16,15
53,1,54,162,64,20,1809,70,50,270,56,1,31,32
30,0,59,164,51,33,-193,71,-5,-108,-30,0,19,32
22,0,53,164,70,16,-258,74,-7,-123,-24,2,26,22
24,1,64,169,78,12,2846,96,79,438,80,3,35,28
73,1,82,179,58,22,1894,98,53,256,55,0,45,44
50,1,88,184,65,20,2142,106,60,294,65,0,36,39
23,0,62,161,65,21,-225,81,-6,-124,-11,1,20,30
22,1,67,177,84,7,2340,87,65,352,63,1,22,40
27,0,62,179,54,30,-225,81,-6,-124,-25,1,25,31
29,1,73,181,74,15,2066,88,57,300,57,0,28,39
61,0,35,156,51,23,-225,46,-6,-89,-19,1,11,18
25,1,82,179,75,15,2910,115,81,430,83,2,42,45
66,0,61,171,40,35,-258,85,-7,-134,-24,2,30,54
35,0,54,162,59,23,-419,103,-12,-181,-29,7,27,20
59,0,71,176,46,29,-225,92,-6,-135,-25,1,32,43
27,0,68,170,61,23,-225,88,-6,-131,-28,1,30,46
60,1,55,179,66,16,1923,72,53,290,59,1,19,24
28,0,75,168,60,24,-258,105,-7,-154,-29,2,36,42
20,0,41,154,56,30,-290,62,-8,-116,-29,3,16,23
26,0,50,162,69,16,-225,65,-6,-108,-26,1,29,25
62,0,68,167,42,34,-290,102,-8,-156,-38,3,22,27
26,0,57,166,67,18,-419,108,-12,-186,-41,7,26,37
29,1,67,166,81,8,2822,100,78,430,94,3,27,39
49,0,64,161,51,27,-258,90,-7,-139,-17,2,27,18
27,0,59,160,65,19,-193,71,-5,-108,-10,0,21,24
31,1,71,185,74,15,4462,135,124,702,134,7,32,38
24,0,43,170,63,22,-225,56,-6,-99,-14,1,21,9
53,1,42,165,70,14,2382,67,66,380,75,4,18,27
20,1,76,188,73,18,3680,122,102,568,107,4,33,37
29,1,61,168,79,10,2432,85,68,370,71,2,27,37
62,0,57,162,46,28,-290,86,-8,-140,-34,3,19,26
22,1,64,174,86,5,2920,96,81,452,87,3,28,20
22,1,63,173,67,24,1928,76,54,284,65,0,18,36
62,1,71,162,68,13,2552,106,71,372,84,3,31,53
30,1,63,170,80,9,2166,82,60,324,61,1,26,15
71,0,54,168,38,35,-193,65,-5,-102,-19,0,21,28
57,0,60,167,50,26,-258,84,-7,-133,-23,2,23,31
67,0,65,170,55,15,-290,98,-8,-152,-33,3,29,31
64,0,68,158,51,22,-322,109,-9,-169,-36,4,25,44
60,1,95,174,63,20,2788,133,77,391,71,2,52,45
55,0,59,168,48,29,-193,71,-5,-108,-16,0,25,27
30,0,63,173,62,21,-258,88,-7,-137,-27,2,24,36
49,1,72,172,75,9,2488,101,69,366,83,2,36,31
62,0,51,162,53,20,-193,61,-5,-98,-24,0,20,26
27,0,69,170,68,16,-258,97,-7,-146,-26,2,17,42
38,1,68,175,65,22,2860,102,79,435,85,3,32,32
32,1,74,178,72,16,2716,104,75,406,72,2,28,38
18,1,59,169,76,16,2498,83,69,386,76,2,27,22
26,1,69,177,80,10,2006,83,56,292,59,0,37,34
29,1,67,162,77,12,3394,114,94,523,115,5,45,34
59,1,54,167,67,15,1811,70,50,270,58,1,20,19
59,0,61,167,58,15,-290,92,-8,-146,-21,3,19,41
50,1,65,176,66,19,3612,117,100,561,111,6,35,25
25,0,74,161,59,26,-225,96,-6,-139,-31,1,34,46
55,1,82,177,69,14,3644,139,101,545,106,5,42,36
68,1,68,162,65,15,3258,122,90,490,106,6,30,30
25,1,83,196,85,5,2709,108,75,400,70,1,44,32
26,1,54,171,76,14,2374,76,66,369,77,2,27,40
20,1,76,173,82,9,4540,144,126,708,146,7,34,39
20,1,59,188,86,5,2338,77,65,361,73,1,21,27
51,0,56,159,46,32,-193,67,-5,-104,-16,0,25,22
22,1,63,170,84,7,2222,82,62,334,76,1,35,37
26,0,62,167,48,37,-225,81,-6,-124,-27,1,32,41
48,1,71,175,65,20,2196,92,61,320,73,1,28,35
31,0,69,172,54,29,-225,90,-6,-133,-23,1,26,41
23,0,41,151,64,22,-258,57,-7,-106,-9,2,12,23
65,0,43,140,42,32,-290,64,-8,-118,-23,3,10,22
57,1,79,178,71,11,3894,142,108,588,121,6,29,38
26,1,69,171,79,11,1960,83,54,286,56,0,35,43
27,1,77,192,78,12,3312,116,92,505,106,3,30,44
21,0,61,148,62,24,-322,98,-9,-158,-27,4,32,29
21,1,79,188,80,11,2611,103,73,386,69,1,37,39
22,1,83,179,81,10,4056,141,113,619,123,5,30,51
56,0,47,163,57,17,-225,61,-6,-104,-17,1,15,29
59,1,49,170,70,12,1768,64,49,268,58,1,19,28
20,0,49,166,68,19,-193,59,-5,-96,-15,0,18,35
44,0,58,166,62,16,-419,110,-12,-188,-30,7,25,37
46,0,49,144,55,24,-193,59,-5,-96,-13,0,11,16
67,0,52,158,46,27,-290,78,-8,-132,-25,3,26,23
23,1,40,160,78,12,2322,60,64,376,78,3,23,22
19,1,73,186,78,13,3244,110,90,498,100,3,21,50
43,0,53,159,57,22,-290,80,-8,-134,-32,3,23,43
64,0,53,161,41,34,-225,69,-6,-112,-21,1,20,51
32,1,65,172,77,11,3454,110,96,538,114,5,29,35
27,0,61,164,64,20,-258,85,-7,-134,-21,2,24,27
25,1,71,170,77,13,2314,92,64,342,84,1,26,29
23,1,60,163,75,15,2112,78,59,317,65,1,29,33
68,0,53,162,49,23,-290,80,-8,-134,-36,3,24,35
24,0,48,159,57,28,-258,67,-7,-116,-24,2,21,19
21,1,52,174,79,12,2110,68,59,327,64,1,27,20
56,1,68,177,76,6,2418,95,67,359,73,2,36,19
54,0,61,183,50,27,-290,92,-8,-146,-19,3,29,40
33,1,81,178,69,19,2115,97,59,299,62,0,31,44
57,1,76,184,61,23,3260,122,91,488,109,4,30,42
32,1,45,170,74,14,3258,81,90,531,101,6,23,14
56,1,70,178,72,11,2768,105,77,414,82,3,37,38
28,0,55,156,57,27,-258,77,-7,-126,-29,2,22,29
57,0,66,157,40,37,-419,125,-12,-203,-46,7,23,42
60,0,47,156,47,28,-290,70,-8,-124,-20,3,24,29
22,1,85,181,77,14,4878,162,136,752,147,7,36,39
21,1,62,176,81,10,2916,93,81,454,90,3,25,30
25,0,50,148,63,22,-386,90,-11,-162,-41,6,27,34
78,0,55,152,44,25,-322,88,-9,-148,-33,4,27,21
24,1,64,176,79,11,1950,77,54,289,62,0,25,31
64,0,73,165,46,28,-258,102,-7,-151,-32,2,22,37
23,1,82,184,76,14,2604,107,72,382,80,1,34,41
25,0,55,160,67,18,-258,77,-7,-126,-23,2,23,38
62,1,72,174,69,12,3906,137,108,596,114,7,37,44
18,0,71,179,67,20,-258,99,-7,-148,-24,2,31,41
70,1,59,171,60,21,2628,94,73,399,81,4,17,28
25,0,55,163,64,21,-193,66,-5,-103,-18,0,18,28
27,1,52,169,80,10,2603,78,72,411,85,3,24,30
60,1,65,169,71,11,1694,78,47,240,45,0,26,26
59,0,66,170,50,25,-225,86,-6,-129,-26,1,30,35
64,0,44,148,47,27,-225,57,-6,-100,-18,1,17,-1
26,1,68,176,81,9,2648,95,74,400,74,2,32,38
31,0,57,168,56,27,-258,80,-7,-129,-24,2,20,37
23,1,62,178,68,22,1947,74,54,291,62,0,27,28
25,0,69,166,54,31,-225,90,-6,-133,-21,1,29,37
23,1,76,179,83,7,3184,114,88,484,108,3,34,18
73,1,78,180,64,15,2472,109,69,354,64,2,27,34
67,0,62,163,36,40,-386,112,-11,-184,-35,6,22,32
57,1,70,185,65,18,1892,84,53,270,57,0,39,29
52,1,80,192,72,12,2792,112,78,410,88,2,40,39
68,1,50,163,64,16,1657,65,46,246,54,1,29,24
20,1,88,181,82,9,2683,114,75,388,76,1,36,36
57,0,58,152,55,19,-258,81,-7,-130,-21,2,22,34
75,0,56,159,38,34,-419,106,-12,-184,-38,7,20,44
27,1,69,176,81,9,2656,97,74,400,76,2,36,41
21,0,40,154,65,21,-419,76,-12,-154,-31,7,25,12
27,1,56,159,78,12,2848,90,79,444,88,4,17,25
64,0,44,166,45,29,-290,66,-8,-120,-24,3,13,19
57,1,61,178,68,15,2308,85,64,348,68,2,33,32
55,1,58,172,66,18,2216,81,62,334,71,2,31,28
53,1,56,163,67,17,2374,84,66,361,73,3,24,33
22,0,56,154,66,20,-322,90,-9,-150,-22,4,26,30
25,1,59,170,73,17,3065,94,85,481,101,4,22,28
49,0,62,173,49,29,-225,81,-6,-124,-32,1,22,29
61,0,62,165,50,24,-322,99,-9,-159,-21,4,25,36
27,0,69,174,63,21,-193,83,-5,-120,-32,0,24,41
70,0,63,160,53,16,-258,88,-7,-137,-33,2,26,31
60,1,67,178,65,17,2678,100,74,403,80,3,29,48
58,1,69,177,66,17,2720,104,76,405,74,3,25,35
22,1,61,159,86,5,2698,92,75,414,88,3,21,22
59,0,60,148,43,33,-193,72,-5,-109,-21,0,20,25
23,1,76,182,85,6,2502,99,70,369,79,1,35,31
19,0,55,164,57,30,-225,72,-6,-115,-20,1,21,25
29,1,65,177,77,12,3232,104,90,502,100,4,34,38
63,1,87,177,71,10,2333,113,65,324,61,1,44,51
75,0,50,165,36,37,-225,65,-6,-108,-19,1,22,40
61,0,39,155,49,25,-225,51,-6,-94,-19,1,22,21
21,0,58,165,59,27,-354,99,-10,-165,-29,5,24,27
25,1,71,175,85,5,2357,92,65,351,62,1,27,29
28,1,63,168,74,15,3090,101,86,478,97,4,33,30
23,0,53,168,66,20,-386,95,-11,-167,-37,6,21,3
24,1,70,175,83,7,2350,91,65,350,72,1,37,35
50,1,75,173,69,15,2538,105,70,372,77,2,42,38
23,1,65,176,67,23,3936,117,109,622,116,6,30,30
50,1,65,183,78,6,2478,91,69,373,76,2,26,28
22,1,74,179,84,7,3858,126,107,598,121,5,34,30
55,0,55,150,49,27,-258,77,-7,-126,-34,2,37,38
24,1,66,168,80,10,2233,86,62,333,60,1,33,33
64,0,60,166,52,21,-322,96,-9,-156,-25,4,33,30
73,0,74,199,36,38,-258,104,-7,-153,-25,2,31,36
54,1,70,183,68,15,2526,98,70,376,73,2,33,39
19,1,61,182,78,13,2320,79,64,357,63,1,47,23
53,0,57,162,52,25,-225,74,-6,-117,-25,1,22,36
30,0,34,145,60,23,-193,41,-5,-78,-17,0,11,26
30,0,59,170,51,33,-258,83,-7,-132,-18,2,24,21
70,1,63,174,64,16,2196,88,61,324,72,2,24,30
19,0,63,164,62,25,-225,82,-6,-125,-26,1,29,44
18,1,74,175,83,9,2448,96,68,363,71,1,39,40
26,0,47,171,76,9,-225,61,-6,-104,-18,1,10,30
22,1,70,175,81,10,2364,91,66,352,72,1,33,25
70,0,60,161,46,26,-225,78,-6,-121,-24,1,17,42
19,1,89,184,87,5,3900,142,108,590,119,4,48,45
68,1,75,184,70,10,2504,105,70,364,77,2,35,31
26,1,72,169,78,12,2312,94,64,340,72,1,34,33
21,0,57,160,68,18,-193,68,-5,-105,-22,0,19,9
30,1,74,175,72,17,2702,104,75,403,85,2,35,39
24,1,73,182,77,13,4206,131,117,657,132,6,22,41
27,1,76,181,84,5,2818,106,78,423,83,2,38,37
55,1,64,163,62,22,2222,90,62,326,69,2,28,17
31,1,56,170,79,10,2062,73,57,314,71,1,20,17
62,1,65,164,72,9,3014,110,84,454,86,5,33,30
51,1,82,188,69,15,2792,115,78,408,83,2,36,42
30,1,80,180,78,11,2492,104,69,364,72,1,34,42
68,0,51,155,50,21,-225,66,-6,-109,-23,1,21,32
20,1,71,186,77,14,2133,85,59,316,64,0,45,42
19,1,60,167,78,13,2175,78,60,331,72,1,23,40
26,1,76,174,81,9,2756,106,77,410,83,2,38,41
32,0,62,168,51,32,-225,81,-6,-124,-26,1,26,43
24,1,49,165,79,11,2250,69,62,354,76,2,28,32
20,0,65,172,68,19,-193,78,-5,-115,-22,0,23,25
23,1,59,178,82,8,2230,77,62,341,69,1,27,29
56,0,69,177,38,40,-290,104,-8,-158,-35,3,26,52
64,1,71,182,72,8,3065,114,85,461,95,4,44,29
47,0,68,180,57,21,-225,88,-6,-131,-23,1,29,49
61,1,66,171,73,8,2286,92,64,336,66,2,18,37
30,0,57,173,63,20,-225,74,-6,-117,-24,1,27,28
30,0,55,168,61,22,-386,99,-11,-171,-25,6,22,39
24,1,73,177,73,17,4131,131,115,643,125,6,37,45
54,0,61,156,55,21,-225,79,-6,-122,-21,1,33,36
27,0,50,159,70,14,-290,75,-8,-130,-25,3,15,26
27,1,80,184,72,18,2548,104,71,373,70,1,20,35
32,1,64,171,70,18,2486,90,69,376,79,2,35,33
23,1,60,182,86,5,2604,84,72,405,81,2,22,23
65,0,50,150,47,26,-225,65,-6,-108,-19,1,14,30
22,0,63,162,67,19,-322,101,-9,-161,-30,4,17,43
29,1,67,183,72,17,2343,87,65,352,75,1,39,39
23,1,80,173,81,9,2126,96,59,303,58,0,23,38
